id,word,traditional,pinyin,pos,level,lexical_pattern,default_surface_pattern,sandhi_tags,surface_label_needs_clip_review,forvo_url
L7-1006,而已,而已,éryǐ,Aux,7-9,2-3,2-3,,False,https://forvo.com/word/而已/#zh
L7-1007,耳光,耳光,ěrguāng,N,7-9,3-1,3-1,,False,https://forvo.com/word/耳光/#zh
L7-1008,耳目一新,耳目一新,ěrmù-yīxīn,,7-9,3-4-1-1,3-4-4-1,yi_before_non_t4,False,https://forvo.com/word/耳目一新/#zh
L7-1009,耳熟能详,耳熟能詳,ěrshú-néngxiáng,,7-9,3-2-2-2,3-2-2-2,,False,https://forvo.com/word/耳熟能详/#zh
L7-1010,耳闻目睹,耳聞目睹,ěrwén-mùdǔ,,7-9,3-2-4-3,3-2-4-3,,False,https://forvo.com/word/耳闻目睹/#zh
L7-1011,二手车,二手車,èrshǒuchē,N,7-9,4-3-1,4-3-1,,False,https://forvo.com/word/二手车/#zh
L7-1012,二氧化碳,二氧化碳,èryǎnghuàtàn,N,7-9,4-3-4-4,4-3-4-4,,False,https://forvo.com/word/二氧化碳/#zh
L7-1013,发布会,發佈會,fābùhuì,N,7-9,1-4-4,1-4-4,,False,https://forvo.com/word/发布会/#zh
L7-1014,发财,發財,fācái,,7-9,1-2,1-2,,False,https://forvo.com/word/发财/#zh
L7-1015,发愁,發愁,fāchóu,,7-9,1-2,1-2,,False,https://forvo.com/word/发愁/#zh
L7-1016,发电机,發電機,fādiànjī,N,7-9,1-4-1,1-4-1,,False,https://forvo.com/word/发电机/#zh
L7-1017,发抖,發抖,fādǒu,V,7-9,1-3,1-3,,False,https://forvo.com/word/发抖/#zh
L7-1018,发愤图强,發憤圖強,fāfèn-túqiáng,,7-9,1-4-2-2,1-4-2-2,,False,https://forvo.com/word/发愤图强/#zh
L7-1019,发光,發光,fāguāng,,7-9,1-1,1-1,,False,https://forvo.com/word/发光/#zh
L7-1020,发火,發火,fāhuǒ,,7-9,1-3,1-3,,False,https://forvo.com/word/发火/#zh
L7-1021,发酵,發酵,fājiào,,7-9,1-4,1-4,,False,https://forvo.com/word/发酵/#zh
L7-1022,发掘,發掘,fājué,V,7-9,1-2,1-2,,False,https://forvo.com/word/发掘/#zh
L7-1023,发愣,發愣,fālèng,,7-9,1-4,1-4,,False,https://forvo.com/word/发愣/#zh
L7-1024,发脾气,發脾氣,fā píqi,,7-9,1-2-4,1-2-4,,False,https://forvo.com/word/发脾气/#zh
L7-1025,发起人,發起人,fāqǐrén,N,7-9,1-3-2,1-3-2,,False,https://forvo.com/word/发起人/#zh
L7-1026,发热,發熱,fārè,,7-9,1-4,1-4,,False,https://forvo.com/word/发热/#zh
L7-1027,发誓,發誓,fāshì,,7-9,1-4,1-4,,False,https://forvo.com/word/发誓/#zh
L7-1028,发泄,發洩,fāxiè,V,7-9,1-4,1-4,,False,https://forvo.com/word/发泄/#zh
L7-1029,发扬,發揚,fāyáng,V,7-9,1-2,1-2,,False,https://forvo.com/word/发扬/#zh
L7-1030,发扬光大,發揚光大,fāyáng-guāngdà,,7-9,1-2-1-4,1-2-1-4,,False,https://forvo.com/word/发扬光大/#zh
L7-1031,发育,發育,fāyù,V,7-9,1-4,1-4,,False,https://forvo.com/word/发育/#zh
L7-1032,发源地,發源地,fāyuándì,N,7-9,1-2-4,1-2-4,,False,https://forvo.com/word/发源地/#zh
L7-1033,发作,發作,fāzuò,V,7-9,1-4,1-4,,False,https://forvo.com/word/发作/#zh
L7-1034,阀门,閥門,fámén,N,7-9,2-2,2-2,,False,https://forvo.com/word/阀门/#zh
L7-1035,发型,髮型,fàxíng,N,7-9,4-2,4-2,,False,https://forvo.com/word/发型/#zh
L7-1036,帆,帆,fān,N,7-9,1,1,,False,https://forvo.com/word/帆/#zh
L7-1037,帆船,帆船,fānchuán,N,7-9,1-2,1-2,,False,https://forvo.com/word/帆船/#zh
L7-1038,翻番,翻番,fānfān,,7-9,1-1,1-1,,False,https://forvo.com/word/翻番/#zh
L7-1039,翻来覆去,翻來覆去,fānlái-fùqù,,7-9,1-2-4-4,1-2-4-4,,False,https://forvo.com/word/翻来覆去/#zh
L7-1040,翻天覆地,翻天覆地,fāntiān-fùdì,,7-9,1-1-4-4,1-1-4-4,,False,https://forvo.com/word/翻天覆地/#zh
L7-1041,凡,凡,fán,Adv,7-9,2,2,,False,https://forvo.com/word/凡/#zh
L7-1042,烦闷,煩悶,fánmèn,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/烦闷/#zh
L7-1043,烦恼,煩惱,fánnǎo,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/烦恼/#zh
L7-1044,烦躁,煩躁,fánzào,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/烦躁/#zh
L7-1045,繁华,繁華,fánhuá,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/繁华/#zh
L7-1046,繁忙,繁忙,fánmáng,Adj,7-9,2-2,2-2,,False,https://forvo.com/word/繁忙/#zh
L7-1047,繁体字,繁體字,fántǐzì,N,7-9,2-3-4,2-3-4,,False,https://forvo.com/word/繁体字/#zh
L7-1048,繁重,繁重,fánzhòng,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/繁重/#zh
L7-1049,反驳,反駁,fǎnbó,V,7-9,3-2,3-2,,False,https://forvo.com/word/反驳/#zh
L7-1050,反差,反差,fǎnchā,N,7-9,3-1,3-1,,False,https://forvo.com/word/反差/#zh
L7-1051,反常,反常,fǎncháng,Adj,7-9,3-2,3-2,,False,https://forvo.com/word/反常/#zh
L7-1052,反倒,反倒,fǎndào,Adv,7-9,3-4,3-4,,False,https://forvo.com/word/反倒/#zh
L7-1053,反感,反感,fǎngǎn,Adj/N,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/反感/#zh
L7-1054,反过来,反過來,fǎn guòlái,,7-9,3-N-2,3-N-2,neutral_tone,False,https://forvo.com/word/反过来/#zh
L7-1055,反击,反擊,fǎnjī,V,7-9,3-1,3-1,,False,https://forvo.com/word/反击/#zh
L7-1056,反馈,反饋,fǎnkuì,V,7-9,3-4,3-4,,False,https://forvo.com/word/反馈/#zh
L7-1057,反面,反面,fǎnmiàn,N/Adj,7-9,3-4,3-4,,False,https://forvo.com/word/反面/#zh
L7-1058,反思,反思,fǎnsī,V,7-9,3-1,3-1,,False,https://forvo.com/word/反思/#zh
L7-1059,反弹,反彈,fǎntán,V,7-9,3-2,3-2,,False,https://forvo.com/word/反弹/#zh
L7-1060,反省,反省,fǎnxǐng,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/反省/#zh
L7-1061,返还,返還,fǎnhuán,V,7-9,3-2,3-2,,False,https://forvo.com/word/返还/#zh
L7-1062,犯愁,犯愁,fànchóu,,7-9,4-2,4-2,,False,https://forvo.com/word/犯愁/#zh
L7-1063,饭碗,飯碗,fànwǎn,N,7-9,4-3,4-3,,False,https://forvo.com/word/饭碗/#zh
L7-1064,泛滥,泛濫,fànlàn,V,7-9,4-4,4-4,,False,https://forvo.com/word/泛滥/#zh
L7-1065,范畴,範疇,fànchóu,N,7-9,4-2,4-2,,False,https://forvo.com/word/范畴/#zh
L7-1066,贩卖,販賣,fànmài,V,7-9,4-4,4-4,,False,https://forvo.com/word/贩卖/#zh
L7-1067,方方面面,方方面面,fāngfāngmiànmiàn,N,7-9,1-1-4-4,1-1-4-4,,False,https://forvo.com/word/方方面面/#zh
L7-1068,方向盘,方向盤,fāngxiàngpán,N,7-9,1-4-2,1-4-2,,False,https://forvo.com/word/方向盘/#zh
L7-1069,方言,方言,fāngyán,N,7-9,1-2,1-2,,False,https://forvo.com/word/方言/#zh
L7-1070,防盗,防盜,fángdào,V,7-9,2-4,2-4,,False,https://forvo.com/word/防盗/#zh
L7-1071,防盗门,防盜門,fángdàomén,N,7-9,2-4-2,2-4-2,,False,https://forvo.com/word/防盗门/#zh
L7-1072,防护,防護,fánghù,V,7-9,2-4,2-4,,False,https://forvo.com/word/防护/#zh
L7-1073,防火墙,防火牆,fánghuǒqiáng,N,7-9,2-3-2,2-3-2,,False,https://forvo.com/word/防火墙/#zh
L7-1074,防卫,防衛,fángwèi,V,7-9,2-4,2-4,,False,https://forvo.com/word/防卫/#zh
L7-1075,防汛,防汛,fángxùn,V,7-9,2-4,2-4,,False,https://forvo.com/word/防汛/#zh
L7-1076,防疫,防疫,fángyì,V,7-9,2-4,2-4,,False,https://forvo.com/word/防疫/#zh
L7-1077,防御,防禦,fángyù,V,7-9,2-4,2-4,,False,https://forvo.com/word/防御/#zh
L7-1078,妨碍,妨礙,fáng'ài,V,7-9,2-4,2-4,,False,https://forvo.com/word/妨碍/#zh
L7-1079,妨害,妨害,fánghài,V,7-9,2-4,2-4,,False,https://forvo.com/word/妨害/#zh
L7-1080,房地产,房地產,fángdìchǎn,N,7-9,2-4-3,2-4-3,,False,https://forvo.com/word/房地产/#zh
L7-1081,仿,仿,fǎng,V,7-9,3,3,,False,https://forvo.com/word/仿/#zh
L7-1082,仿制,仿製,fǎngzhì,V,7-9,3-4,3-4,,False,https://forvo.com/word/仿制/#zh
L7-1083,访谈,訪談,fǎngtán,V,7-9,3-2,3-2,,False,https://forvo.com/word/访谈/#zh
L7-1084,纺织,紡織,fǎngzhī,V,7-9,3-1,3-1,,False,https://forvo.com/word/纺织/#zh
L7-1085,放过,放過,fàngguò,,7-9,4-4,4-4,,False,https://forvo.com/word/放过/#zh
L7-1086,放水,放水,fàngshuǐ,,7-9,4-3,4-3,,False,https://forvo.com/word/放水/#zh
L7-1087,放肆,放肆,fàngsì,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/放肆/#zh
L7-1088,放映,放映,fàngyìng,V,7-9,4-4,4-4,,False,https://forvo.com/word/放映/#zh
L7-1089,放置,放置,fàngzhì,V,7-9,4-4,4-4,,False,https://forvo.com/word/放置/#zh
L7-1090,放纵,放縱,fàngzòng,V,7-9,4-4,4-4,,False,https://forvo.com/word/放纵/#zh
L7-1091,飞速,飛速,fēisù,Adv,7-9,1-4,1-4,,False,https://forvo.com/word/飞速/#zh
L7-1092,飞往,飛往,fēiwǎng,,7-9,1-3,1-3,,False,https://forvo.com/word/飞往/#zh
L7-1093,飞翔,飛翔,fēixiáng,V,7-9,1-2,1-2,,False,https://forvo.com/word/飞翔/#zh
L7-1094,飞跃,飛躍,fēiyuè,V,7-9,1-4,1-4,,False,https://forvo.com/word/飞跃/#zh
L7-1095,非（非金属）,非（非金屬）,fēi (fēijīnshǔ),Prefix,7-9,1,1,,False,https://forvo.com/word/非（非金属）/#zh
L7-1096,非得,非得,fēiděi,Adv,7-9,1-3,1-3,,False,https://forvo.com/word/非得/#zh
L7-1097,非法,非法,fēifǎ,Adj,7-9,1-3,1-3,,False,https://forvo.com/word/非法/#zh
L7-1098,非凡,非凡,fēifán,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/非凡/#zh
L7-1099,绯闻,緋聞,fēiwén,N,7-9,1-2,1-2,,False,https://forvo.com/word/绯闻/#zh
L7-1100,肥料,肥料,féiliào,N,7-9,2-4,2-4,,False,https://forvo.com/word/肥料/#zh
L7-1101,肥胖,肥胖,féipàng,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/肥胖/#zh
L7-1102,肥沃,肥沃,féiwò,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/肥沃/#zh
L7-1103,肥皂,肥皂,féizào,N,7-9,2-4,2-4,,False,https://forvo.com/word/肥皂/#zh
L7-1104,诽谤,誹謗,fěibàng,V,7-9,3-4,3-4,,False,https://forvo.com/word/诽谤/#zh
L7-1105,废,廢,fèi,Adj/V,7-9,4,4,,False,https://forvo.com/word/废/#zh
L7-1106,废除,廢除,fèichú,V,7-9,4-2,4-2,,False,https://forvo.com/word/废除/#zh
L7-1107,废话,廢話,fèihuà,N,7-9,4-4,4-4,,False,https://forvo.com/word/废话/#zh
L7-1108,废品,廢品,fèipǐn,N,7-9,4-3,4-3,,False,https://forvo.com/word/废品/#zh
L7-1109,废寝忘食,廢寢忘食,fèiqǐn-wàngshí,,7-9,4-3-4-2,4-3-4-2,,False,https://forvo.com/word/废寝忘食/#zh
L7-1110,废物,廢物,fèiwù,N,7-9,4-4,4-4,,False,https://forvo.com/word/废物/#zh
L7-1111,废墟,廢墟,fèixū,N,7-9,4-1,4-1,,False,https://forvo.com/word/废墟/#zh
L7-1112,沸沸扬扬,沸沸揚揚,fèifèiyángyáng,Adj,7-9,4-4-2-2,4-4-2-2,,False,https://forvo.com/word/沸沸扬扬/#zh
L7-1113,沸腾,沸騰,fèiténg,V,7-9,4-2,4-2,,False,https://forvo.com/word/沸腾/#zh
L7-1114,费劲,費勁,fèijìn,,7-9,4-4,4-4,,False,https://forvo.com/word/费劲/#zh
L7-1115,分辨,分辨,fēnbiàn,V,7-9,1-4,1-4,,False,https://forvo.com/word/分辨/#zh
L7-1116,分寸,分寸,fēncun,N,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/分寸/#zh
L7-1117,分担,分擔,fēndān,V,7-9,1-1,1-1,,False,https://forvo.com/word/分担/#zh
L7-1118,分割,分割,fēngē,V,7-9,1-1,1-1,,False,https://forvo.com/word/分割/#zh
L7-1119,分红,分紅,fēnhóng,,7-9,1-2,1-2,,False,https://forvo.com/word/分红/#zh
L7-1120,分化,分化,fēnhuà,V,7-9,1-4,1-4,,False,https://forvo.com/word/分化/#zh
L7-1121,分泌,分泌,fēnmì,V,7-9,1-4,1-4,,False,https://forvo.com/word/分泌/#zh
L7-1122,分明,分明,fēnmíng,Adj/Adv,7-9,1-2,1-2,,False,https://forvo.com/word/分明/#zh
L7-1123,分歧,分歧,fēnqí,N/Adj,7-9,1-2,1-2,,False,https://forvo.com/word/分歧/#zh
L7-1124,分赃,分贓,fēnzāng,,7-9,1-1,1-1,,False,https://forvo.com/word/分赃/#zh
L7-1125,分支,分支,fēnzhī,N,7-9,1-1,1-1,,False,https://forvo.com/word/分支/#zh
L7-1126,芬芳,芬芳,fēnfāng,Adj/N,7-9,1-1,1-1,,False,https://forvo.com/word/芬芳/#zh
L7-1127,吩咐,吩咐,fēnfù,V,7-9,1-4,1-4,,False,https://forvo.com/word/吩咐/#zh
L7-1128,氛围,氛圍,fēnwéi,N,7-9,1-2,1-2,,False,https://forvo.com/word/氛围/#zh
L7-1129,坟,墳,fén,N,7-9,2,2,,False,https://forvo.com/word/坟/#zh
L7-1130,坟墓,墳墓,fénmù,N,7-9,2-4,2-4,,False,https://forvo.com/word/坟墓/#zh
L7-1131,焚烧,焚燒,fénshāo,V,7-9,2-1,2-1,,False,https://forvo.com/word/焚烧/#zh
L7-1132,粉,粉,fěn,N,7-9,3,3,,False,https://forvo.com/word/粉/#zh
L7-1133,粉丝,粉絲,fěnsī,N,7-9,3-1,3-1,,False,https://forvo.com/word/粉丝/#zh
L7-1134,粉碎,粉碎,fěnsuì,Adj/V,7-9,3-4,3-4,,False,https://forvo.com/word/粉碎/#zh
L7-1135,分量,分量,fènliàng,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/分量/#zh
L7-1136,分外,分外,fènwài,Adv,7-9,4-4,4-4,,False,https://forvo.com/word/分外/#zh
L7-1137,份额,份額,fèn'é,N,7-9,4-2,4-2,,False,https://forvo.com/word/份额/#zh
L7-1138,奋力,奮力,fènlì,Adv,7-9,4-4,4-4,,False,https://forvo.com/word/奋力/#zh
L7-1139,奋勇,奮勇,fènyǒng,V,7-9,4-3,4-3,,False,https://forvo.com/word/奋勇/#zh
L7-1140,粪,糞,fèn,N,7-9,4,4,,False,https://forvo.com/word/粪/#zh
L7-1141,粪便,糞便,fènbiàn,N,7-9,4-4,4-4,,False,https://forvo.com/word/粪便/#zh
L7-1142,丰富多彩,豐富多彩,fēngfù-duōcǎi,,7-9,1-4-1-3,1-4-1-3,,False,https://forvo.com/word/丰富多彩/#zh
L7-1143,丰厚,豐厚,fēnghòu,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/丰厚/#zh
L7-1144,丰满,豐滿,fēngmǎn,Adj,7-9,1-3,1-3,,False,https://forvo.com/word/丰满/#zh
L7-1145,丰盛,豐盛,fēngshèng,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/丰盛/#zh
L7-1146,丰硕,豐碩,fēngshuò,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/丰硕/#zh
L7-1147,风波,風波,fēngbō,N,7-9,1-1,1-1,,False,https://forvo.com/word/风波/#zh
L7-1148,风采,風采,fēngcǎi,N,7-9,1-3,1-3,,False,https://forvo.com/word/风采/#zh
L7-1149,风餐露宿,風餐露宿,fēngcān-lùsù,,7-9,1-1-4-4,1-1-4-4,,False,https://forvo.com/word/风餐露宿/#zh
L7-1150,风范,風範,fēngfàn,N,7-9,1-4,1-4,,False,https://forvo.com/word/风范/#zh
L7-1151,风风雨雨,風風雨雨,fēngfēngyǔyǔ,N,7-9,1-1-3-3,1-1-2-3,third_tone_sandhi,False,https://forvo.com/word/风风雨雨/#zh
L7-1152,风和日丽,風和日麗,fēnghé-rìlì,,7-9,1-2-4-4,1-2-4-4,,False,https://forvo.com/word/风和日丽/#zh
L7-1153,风浪,風浪,fēnglàng,N,7-9,1-4,1-4,,False,https://forvo.com/word/风浪/#zh
L7-1154,风力,風力,fēnglì,N,7-9,1-4,1-4,,False,https://forvo.com/word/风力/#zh
L7-1155,风流,風流,fēngliú,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/风流/#zh
L7-1156,风貌,風貌,fēngmào,N,7-9,1-4,1-4,,False,https://forvo.com/word/风貌/#zh
L7-1157,风气,風氣,fēngqì,N,7-9,1-4,1-4,,False,https://forvo.com/word/风气/#zh
L7-1158,风情,風情,fēngqíng,N,7-9,1-2,1-2,,False,https://forvo.com/word/风情/#zh
L7-1159,风趣,風趣,fēngqù,N,7-9,1-4,1-4,,False,https://forvo.com/word/风趣/#zh
L7-1160,风沙,風沙,fēngshā,N,7-9,1-1,1-1,,False,https://forvo.com/word/风沙/#zh
L7-1161,风尚,風尚,fēngshàng,N,7-9,1-4,1-4,,False,https://forvo.com/word/风尚/#zh
L7-1162,风水,風水,fēngshuǐ,N,7-9,1-3,1-3,,False,https://forvo.com/word/风水/#zh
L7-1163,风味,風味,fēngwèi,N,7-9,1-4,1-4,,False,https://forvo.com/word/风味/#zh
L7-1164,风雨,風雨,fēngyǔ,N,7-9,1-3,1-3,,False,https://forvo.com/word/风雨/#zh
L7-1165,风云,風雲,fēngyún,N,7-9,1-2,1-2,,False,https://forvo.com/word/风云/#zh
L7-1166,风筝,風箏,fēngzheng,N,7-9,1-1,1-1,,False,https://forvo.com/word/风筝/#zh
L7-1167,封顶,封頂,fēngdǐng,V,7-9,1-3,1-3,,False,https://forvo.com/word/封顶/#zh
L7-1168,封建,封建,fēngjiàn,N/Adj,7-9,1-4,1-4,,False,https://forvo.com/word/封建/#zh
L7-1169,封面,封面,fēngmiàn,N,7-9,1-4,1-4,,False,https://forvo.com/word/封面/#zh
L7-1170,封锁,封鎖,fēngsuǒ,V,7-9,1-3,1-3,,False,https://forvo.com/word/封锁/#zh
L7-1171,疯子,瘋子,fēngzi,N,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/疯子/#zh
L7-1172,峰回路转,峰回路轉,fēnghuí-lùzhuǎn,,7-9,1-2-4-3,1-2-4-3,,False,https://forvo.com/word/峰回路转/#zh
L7-1173,蜂蜜,蜂蜜,fēngmì,N,7-9,1-4,1-4,,False,https://forvo.com/word/蜂蜜/#zh
L7-1174,逢,逢,féng,V,7-9,2,2,,False,https://forvo.com/word/逢/#zh
L7-1175,缝,縫,féng,V,7-9,2,2,,False,https://forvo.com/word/缝/#zh
L7-1176,缝合,縫合,fénghé,V,7-9,2-2,2-2,,False,https://forvo.com/word/缝合/#zh
L7-1177,讽刺,諷刺,fěngcì,V,7-9,3-4,3-4,,False,https://forvo.com/word/讽刺/#zh
L7-1178,凤凰,鳳凰,fènghuáng,N,7-9,4-2,4-2,,False,https://forvo.com/word/凤凰/#zh
L7-1179,缝,縫,fèng,N,7-9,4,4,,False,https://forvo.com/word/缝/#zh
L7-1180,否决,否決,fǒujué,V,7-9,3-2,3-2,,False,https://forvo.com/word/否决/#zh
L7-1181,孵化,孵化,fūhuà,V,7-9,1-4,1-4,,False,https://forvo.com/word/孵化/#zh
L7-1182,敷,敷,fū,V,7-9,1,1,,False,https://forvo.com/word/敷/#zh
L7-1183,扶持,扶持,fúchí,V,7-9,2-2,2-2,,False,https://forvo.com/word/扶持/#zh
L7-1184,服饰,服飾,fúshì,N,7-9,2-4,2-4,,False,https://forvo.com/word/服饰/#zh
L7-1185,服务器,服務器,fúwùqì,N,7-9,2-4-4,2-4-4,,False,https://forvo.com/word/服务器/#zh
L7-1186,服用,服用,fúyòng,V,7-9,2-4,2-4,,False,https://forvo.com/word/服用/#zh
L7-1187,俘获,俘獲,fúhuò,V,7-9,2-4,2-4,,False,https://forvo.com/word/俘获/#zh
L7-1188,俘虏,俘虜,fúlǔ,N,7-9,2-3,2-3,,False,https://forvo.com/word/俘虏/#zh
L7-1189,浮力,浮力,fúlì,N,7-9,2-4,2-4,,False,https://forvo.com/word/浮力/#zh
L7-1190,浮现,浮現,fúxiàn,V,7-9,2-4,2-4,,False,https://forvo.com/word/浮现/#zh
L7-1191,浮躁,浮躁,fúzào,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/浮躁/#zh
L7-1192,辐射,輻射,fúshè,V,7-9,2-4,2-4,,False,https://forvo.com/word/辐射/#zh
L7-1193,福气,福氣,fúqi,N,7-9,2-N,2-N,neutral_tone,False,https://forvo.com/word/福气/#zh
L7-1194,抚摸,撫摸,fǔmō,V,7-9,3-1,3-1,,False,https://forvo.com/word/抚摸/#zh
L7-1195,抚恤,撫卹,fǔxù,V,7-9,3-4,3-4,,False,https://forvo.com/word/抚恤/#zh
L7-1196,抚养,撫養,fǔyǎng,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/抚养/#zh
L7-1197,抚养费,撫養費,fǔyǎngfèi,N,7-9,3-3-4,2-3-4,third_tone_sandhi,False,https://forvo.com/word/抚养费/#zh
L7-1198,斧子,斧子,fǔzi,N,7-9,3-N,3-N,neutral_tone,False,https://forvo.com/word/斧子/#zh
L7-1199,俯首,俯首,fǔshǒu,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/俯首/#zh
L7-1200,辅导,輔導,fǔdǎo,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/辅导/#zh
L7-1201,腐败,腐敗,fǔbài,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/腐败/#zh
L7-1202,腐化,腐化,fǔhuà,V,7-9,3-4,3-4,,False,https://forvo.com/word/腐化/#zh
L7-1203,腐烂,腐爛,fǔlàn,V/Adj,7-9,3-4,3-4,,False,https://forvo.com/word/腐烂/#zh
L7-1204,腐蚀,腐蝕,fǔshí,V,7-9,3-2,3-2,,False,https://forvo.com/word/腐蚀/#zh
L7-1205,腐朽,腐朽,fǔxiǔ,Adj,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/腐朽/#zh
L7-1206,付费,付費,fùfèi,V,7-9,4-4,4-4,,False,https://forvo.com/word/付费/#zh
L7-1207,付款,付款,fùkuǎn,V,7-9,4-3,4-3,,False,https://forvo.com/word/付款/#zh
L7-1208,负面,負面,fùmiàn,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/负面/#zh
L7-1209,负有,負有,fùyǒu,,7-9,4-3,4-3,,False,https://forvo.com/word/负有/#zh
L7-1210,附,附,fù,V,7-9,4,4,,False,https://forvo.com/word/附/#zh
L7-1211,附带,附帶,fùdài,V/Adj,7-9,4-4,4-4,,False,https://forvo.com/word/附带/#zh
L7-1212,附和,附和,fùhè,V,7-9,4-4,4-4,,False,https://forvo.com/word/附和/#zh
L7-1213,附加,附加,fùjiā,V,7-9,4-1,4-1,,False,https://forvo.com/word/附加/#zh
L7-1214,附属,附屬,fùshǔ,V/Adj,7-9,4-3,4-3,,False,https://forvo.com/word/附属/#zh
L7-1215,赴,赴,fù,V,7-9,4,4,,False,https://forvo.com/word/赴/#zh
L7-1216,复查,復查,fùchá,V,7-9,4-2,4-2,,False,https://forvo.com/word/复查/#zh
L7-1217,复发,復發,fùfā,V,7-9,4-1,4-1,,False,https://forvo.com/word/复发/#zh
L7-1218,复合,復合,fùhé,V,7-9,4-2,4-2,,False,https://forvo.com/word/复合/#zh
L7-1219,复活,復活,fùhuó,V,7-9,4-2,4-2,,False,https://forvo.com/word/复活/#zh
L7-1220,复兴,復興,fùxīng,V,7-9,4-1,4-1,,False,https://forvo.com/word/复兴/#zh
L7-1221,复原,復原,fùyuán,,7-9,4-2,4-2,,False,https://forvo.com/word/复原/#zh
L7-1222,副作用,副作用,fùzuòyòng,N,7-9,4-4-4,4-4-4,,False,https://forvo.com/word/副作用/#zh
L7-1223,赋予,賦予,fùyǔ,V,7-9,4-3,4-3,,False,https://forvo.com/word/赋予/#zh
L7-1224,富含,富含,fùhán,V,7-9,4-2,4-2,,False,https://forvo.com/word/富含/#zh
L7-1225,富豪,富豪,fùháo,N,7-9,4-2,4-2,,False,https://forvo.com/word/富豪/#zh
L7-1226,富强,富強,fùqiáng,Adj,7-9,4-2,4-2,,False,https://forvo.com/word/富强/#zh
L7-1227,富翁,富翁,fùwēng,N,7-9,4-1,4-1,,False,https://forvo.com/word/富翁/#zh
L7-1228,富裕,富裕,fùyù,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/富裕/#zh
L7-1229,富足,富足,fùzú,Adj,7-9,4-2,4-2,,False,https://forvo.com/word/富足/#zh
L7-1230,腹部,腹部,fùbù,N,7-9,4-4,4-4,,False,https://forvo.com/word/腹部/#zh
L7-1231,腹泻,腹瀉,fùxiè,V,7-9,4-4,4-4,,False,https://forvo.com/word/腹泻/#zh
L7-1232,覆盖,覆蓋,fùgài,V,7-9,4-4,4-4,,False,https://forvo.com/word/覆盖/#zh
L7-1233,该,該,gāi,Pron,7-9,1,1,,False,https://forvo.com/word/该/#zh
L7-1234,改版,改版,gǎibǎn,,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/改版/#zh
L7-1235,改编,改編,gǎibiān,V,7-9,3-1,3-1,,False,https://forvo.com/word/改编/#zh
L7-1236,改动,改動,gǎidòng,V,7-9,3-4,3-4,,False,https://forvo.com/word/改动/#zh
L7-1237,改革开放,改革開放,gǎigé kāifàng,,7-9,3-2-1-4,3-2-1-4,,False,https://forvo.com/word/改革开放/#zh
L7-1238,改良,改良,gǎiliáng,V,7-9,3-2,3-2,,False,https://forvo.com/word/改良/#zh
L7-1239,改名,改名,gǎimíng,V,7-9,3-2,3-2,,False,https://forvo.com/word/改名/#zh
L7-1240,改日,改日,gǎirì,Adv,7-9,3-4,3-4,,False,https://forvo.com/word/改日/#zh
L7-1241,改为,改為,gǎiwéi,,7-9,3-2,3-2,,False,https://forvo.com/word/改为/#zh
L7-1242,改邪归正,改邪歸正,gǎixié-guīzhèng,,7-9,3-2-1-4,3-2-1-4,,False,https://forvo.com/word/改邪归正/#zh
L7-1243,钙,鈣,gài,N,7-9,4,4,,False,https://forvo.com/word/钙/#zh
L7-1244,盖子,蓋子,gàizi,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/盖子/#zh
L7-1245,概况,概況,gàikuàng,N,7-9,4-4,4-4,,False,https://forvo.com/word/概况/#zh
L7-1246,概率,概率,gàilǜ,N,7-9,4-4,4-4,,False,https://forvo.com/word/概率/#zh
L7-1247,概论,概論,gàilùn,N,7-9,4-4,4-4,,False,https://forvo.com/word/概论/#zh
L7-1248,干戈,干戈,gāngē,N,7-9,1-1,1-1,,False,https://forvo.com/word/干戈/#zh
